Wall clock time [s],Components,Neighbors
4.5906294,1.0,20.0
4.6524505000000005,2.0,20.0
4.565412800000001,3.0,20.0
4.572203499999999,4.0,20.0
4.6876533999999985,5.0,20.0
4.6045849000000025,6.0,20.0
4.564608500000002,7.0,20.0
6.306647599999998,1.0,28.0
6.310617900000004,2.0,28.0
6.410145100000001,3.0,28.0
6.4301029999999955,4.0,28.0
6.475824200000005,5.0,28.0
6.255625699999996,6.0,28.0
6.3770859000000115,7.0,28.0
7.015648500000012,1.0,37.0
7.058239200000003,2.0,37.0
6.998963000000003,3.0,37.0
7.1381607,4.0,37.0
7.000495699999988,5.0,37.0
6.953126799999993,6.0,37.0
7.127474899999996,7.0,37.0
7.659883199999996,1.0,46.0
7.758631199999996,2.0,46.0
7.8172203000000025,3.0,46.0
7.7961454,4.0,46.0
7.7184158999999966,5.0,46.0
7.911982800000004,6.0,46.0
7.991406600000005,7.0,46.0
8.0557685,1.0,55.0
8.183203899999995,2.0,55.0
8.241120999999993,3.0,55.0
8.420639800000004,4.0,55.0
7.9994106000000045,5.0,55.0
8.021103100000005,6.0,55.0
8.088356199999993,7.0,55.0
8.457749100000001,1.0,63.0
8.578038700000036,2.0,63.0
8.300128200000017,3.0,63.0
8.574969400000043,4.0,63.0
8.562470799999971,5.0,63.0
8.426201699999979,6.0,63.0
8.422189500000002,7.0,63.0
8.50782780000003,1.0,72.0
8.692802099999994,2.0,72.0
8.766302099999962,3.0,72.0
8.67174110000002,4.0,72.0
8.436420999999996,5.0,72.0
8.47964619999999,6.0,72.0
8.62639569999999,7.0,72.0
8.544454199999961,1.0,81.0
8.34757639999998,2.0,81.0
8.566764599999999,3.0,81.0
8.462830900000029,4.0,81.0
8.434333600000002,5.0,81.0
8.323828500000047,6.0,81.0
8.648783400000013,7.0,81.0
8.86710720000002,1.0,90.0
9.114335100000005,2.0,90.0
9.024233299999992,3.0,90.0
9.170226199999945,4.0,90.0
8.956050999999945,5.0,90.0
9.172767599999986,6.0,90.0
