Wall clock time [s],Components,Neighbors
1.0827874999995402,1.0,20.0
0.9928674000002502,2.0,20.0
1.062917399998696,3.0,20.0
1.0611181999993278,4.0,20.0
1.0291954000022088,5.0,20.0
1.0610903999986476,6.0,20.0
1.057435800001258,7.0,20.0
1.312158199998521,1.0,28.0
1.2444519999990007,2.0,28.0
1.3451327000002493,3.0,28.0
1.3565398000027926,4.0,28.0
1.2406837000016822,5.0,28.0
1.2548839999981283,6.0,28.0
1.2978575000015553,7.0,28.0
1.2982330000013462,1.0,37.0
1.3272116000007372,2.0,37.0
1.3932451000000583,3.0,37.0
1.3601239000017813,4.0,37.0
1.3573952000006102,5.0,37.0
1.384354000001622,6.0,37.0
1.5013379999982135,7.0,37.0
1.611786099998426,1.0,46.0
1.4928471999992325,2.0,46.0
1.591567200001009,3.0,46.0
1.6351128999995126,4.0,46.0
1.5592750999967393,5.0,46.0
1.546180400000594,6.0,46.0
1.5842464000015752,7.0,46.0
1.522521400002006,1.0,55.0
1.5709793999994872,2.0,55.0
1.5597243000011076,3.0,55.0
1.5553521000001638,4.0,55.0
1.5652044999987993,5.0,55.0
1.5038003000008757,6.0,55.0
1.5274202999971749,7.0,55.0
1.597560500002146,1.0,63.0
1.678323799998907,2.0,63.0
1.5933652000021539,3.0,63.0
1.6827415000007022,4.0,63.0
1.5983798000015668,5.0,63.0
1.586691199998313,6.0,63.0
1.623931599999196,7.0,63.0
1.7359249000001,1.0,72.0
1.7284633999988728,2.0,72.0
1.7534596000004967,3.0,72.0
1.7995935999970243,4.0,72.0
1.8605954999984533,5.0,72.0
1.771587899998849,6.0,72.0
1.7378709000004164,7.0,72.0
1.9322515000021667,1.0,81.0
1.8709152999981598,2.0,81.0
1.8120850000013888,3.0,81.0
1.9053372999987914,4.0,81.0
1.967540800000279,5.0,81.0
1.838135300000431,6.0,81.0
1.9398693999974057,7.0,81.0
1.9292576000007102,1.0,90.0
1.8938129999987723,2.0,90.0
1.9368838000009418,3.0,90.0
1.9473949999992328,4.0,90.0
1.8360183000004326,5.0,90.0
1.7984837000003608,6.0,90.0
1.8905467000004137,7.0,90.0
1.9191909000001033,1.0,99.0
1.9344266999978572,2.0,99.0
1.8967561999997997,3.0,99.0
1.9484752999997,4.0,99.0
1.9214558999992732,5.0,99.0
1.9274245000015071,6.0,99.0
1.957747799999197,7.0,99.0
1.997272399999929,1.0,107.0
2.097996199998306,2.0,107.0
