Wall clock time [s],Components,Neighbors
18.8293276100012,1.0,70.0
18.222335395024857,2.0,70.0
18.225326307991054,3.0,70.0
18.20703697699355,4.0,70.0
18.15755295800045,5.0,70.0
18.211656242987374,6.0,70.0
18.174435612017987,7.0,70.0
18.060234858014155,1.0,88.0
18.03670419100672,2.0,88.0
18.180103557999246,3.0,88.0
18.110434322006768,4.0,88.0
18.012963037996087,5.0,88.0
17.99664576401119,6.0,88.0
18.06414019802469,7.0,88.0
19.1164594469883,1.0,107.0
19.552080285997363,2.0,107.0
19.17290056499769,3.0,107.0
19.08532486500917,4.0,107.0
19.11483851398225,5.0,107.0
19.1486203839886,6.0,107.0
19.10455503099365,7.0,107.0
18.61001633797423,1.0,126.0
18.62528528700932,2.0,126.0
18.638868714973796,3.0,126.0
18.625930102018174,4.0,126.0
18.626874288980616,5.0,126.0
18.650151041976642,6.0,126.0
18.53667204201338,7.0,126.0
19.563542043993948,1.0,144.0
19.698357148008654,2.0,144.0
19.651775977021316,3.0,144.0
19.62954895099392,4.0,144.0
19.669178743992234,5.0,144.0
19.67351875299937,6.0,144.0
19.926522095978726,7.0,144.0
19.414584364014445,1.0,163.0
19.27127163298428,2.0,163.0
19.241421302984236,3.0,163.0
19.284940993005875,4.0,163.0
19.258077672013314,5.0,163.0
19.41416333700181,6.0,163.0
19.224390623014187,7.0,163.0
20.007367185986368,1.0,182.0
20.02542062001885,2.0,182.0
20.115785953996237,3.0,182.0
20.049124871991808,4.0,182.0
20.049470566009404,5.0,182.0
19.86512545600999,6.0,182.0
19.94695365600637,7.0,182.0
20.44266404598602,1.0,201.0
20.48041931699845,2.0,201.0
20.516072672995506,3.0,201.0
20.500251810997725,4.0,201.0
20.600042743986705,5.0,201.0
20.424996949004708,6.0,201.0
20.465658873989014,7.0,201.0
21.742578687000787,1.0,219.0
21.48014022698044,2.0,219.0
21.820827037998242,3.0,219.0
21.482257201016182,4.0,219.0
21.513186613010475,5.0,219.0
21.458554472977994,6.0,219.0
21.748176162014715,7.0,219.0
22.150475319998804,1.0,238.0
22.139016266010003,2.0,238.0
22.101150936010526,3.0,238.0
22.436034608021146,4.0,238.0
22.150374164019013,5.0,238.0
22.201965387997916,6.0,238.0
22.110790295992047,7.0,238.0
23.406581835006364,1.0,257.0
23.613606703002006,2.0,257.0
23.622678907006048,3.0,257.0
23.59282425401034,4.0,257.0
23.2907313919859,5.0,257.0
23.668170286982786,6.0,257.0
23.458549469010904,7.0,257.0
24.42635886298376,1.0,276.0
24.41943286001333,2.0,276.0
24.388380900985794,3.0,276.0
24.384627277002437,4.0,276.0
24.360257379012182,5.0,276.0
24.303772420011228,6.0,276.0
24.30526230300893,7.0,276.0
26.137132124014897,1.0,294.0
25.823260687990114,2.0,294.0
25.815268056001514,3.0,294.0
26.12055646398221,4.0,294.0
25.761106477992143,5.0,294.0
26.149282516009407,6.0,294.0
26.124702498986153,7.0,294.0
28.085474855004577,1.0,313.0
28.04826755702379,2.0,313.0
28.142124687001342,3.0,313.0
28.101754893985344,4.0,313.0
28.043336806003936,5.0,313.0
28.05007279998972,6.0,313.0
28.278389896004228,7.0,313.0
31.70741656800965,1.0,332.0
31.924861959996633,2.0,332.0
31.85572318499908,3.0,332.0
31.859924554009922,4.0,332.0
31.88814191299025,5.0,332.0
31.762654401012696,6.0,332.0
31.844875804003095,7.0,332.0
33.34376435101149,1.0,351.0
33.01812986200093,2.0,351.0
33.068960106989834,3.0,351.0
33.00167424499523,4.0,351.0
33.00550830201246,5.0,351.0
32.80441904399777,6.0,351.0
33.46333925501676,7.0,351.0
34.66055439299089,1.0,369.0
34.51167943299515,2.0,369.0
34.924171029007994,3.0,369.0
34.55890730000101,4.0,369.0
34.87428772301064,5.0,369.0
34.982595554,6.0,369.0
34.972952795011224,7.0,369.0
36.8578888560005,1.0,388.0
36.478386009985115,2.0,388.0
36.49655798400636,3.0,388.0
36.36152412398951,4.0,388.0
36.84529771699454,5.0,388.0
37.025443891994655,6.0,388.0
36.96142019200488,7.0,388.0
40.01784604298882,1.0,407.0
39.51701655899524,2.0,407.0
39.60523291901336,3.0,407.0
39.60233705400606,4.0,407.0
39.518920968985185,5.0,407.0
39.70166011102265,6.0,407.0
40.014193957991665,7.0,407.0
42.23018895598943,1.0,426.0
41.77086592401611,2.0,426.0
41.73218752097455,3.0,426.0
41.891386086994316,4.0,426.0
42.05851674999576,5.0,426.0
41.88392479199683,6.0,426.0
42.323029196995776,7.0,426.0
43.52716023797984,1.0,444.0
43.652368444018066,2.0,444.0
43.04871172099956,3.0,444.0
43.028382970020175,4.0,444.0
42.74802287100465,5.0,444.0
42.98656248001498,6.0,444.0
43.56144086900167,7.0,444.0
46.298997532983776,1.0,463.0
45.78247688198462,2.0,463.0
45.60081846200046,3.0,463.0
45.89985285801231,4.0,463.0
45.95676033600466,5.0,463.0
45.99124900001334,6.0,463.0
46.630337343987776,7.0,463.0
50.2203777290124,1.0,482.0
49.489434162998805,2.0,482.0
49.65341938199708,3.0,482.0
49.63231875697966,4.0,482.0
49.584103805013,5.0,482.0
49.47321638299036,6.0,482.0
50.47752803500043,7.0,482.0
52.708494385005906,1.0,501.0
52.0960886630055,2.0,501.0
52.12778804998379,3.0,501.0
52.19904119797866,4.0,501.0
52.159593021002365,5.0,501.0
52.21670251901378,6.0,501.0
53.10871643497376,7.0,501.0
56.76349201402627,1.0,519.0
55.45962674499606,2.0,519.0
55.522580918011954,3.0,519.0
55.50506819499424,4.0,519.0
55.54121204401599,5.0,519.0
56.8461121339933,6.0,519.0
57.03322362000472,7.0,519.0
62.890297142002964,1.0,538.0
59.545462178008165,2.0,538.0
59.367799617000856,3.0,538.0
59.089201196999056,4.0,538.0
59.3545981470088,5.0,538.0
63.35811981500592,6.0,538.0
59.438781478005694,7.0,538.0
68.56305643601809,1.0,557.0
62.0654416650068,2.0,557.0
62.120898282999406,3.0,557.0
62.05865459999768,4.0,557.0
62.02663602901157,5.0,557.0
62.327319606993115,6.0,557.0
68.7497475160053,7.0,557.0
71.00517529598437,1.0,576.0
65.84946428000694,2.0,576.0
65.8642370379821,3.0,576.0
65.98450708802557,4.0,576.0
66.2171776079922,5.0,576.0
66.30147651900188,6.0,576.0
71.1961972930003,7.0,576.0
76.65366839099443,1.0,594.0
68.72785719801323,2.0,594.0
69.07543169899145,3.0,594.0
68.63997770199785,4.0,594.0
68.73575857898686,5.0,594.0
76.8385902630107,6.0,594.0
77.24606432099245,7.0,594.0
80.46001855199574,1.0,613.0
73.59771836097934,2.0,613.0
73.85103604599135,3.0,613.0
73.51405077401432,4.0,613.0
73.55574968102155,5.0,613.0
73.94938576500863,6.0,613.0
80.98713645199314,7.0,613.0
87.74424344001454,1.0,632.0
77.25923829100793,2.0,632.0
77.57221769800526,3.0,632.0
77.1701253229985,4.0,632.0
77.26907330600079,5.0,632.0
