Wall clock time [s],Components,Neighbors
3.6650020350061823,1.0,70.0
3.633045212016441,2.0,70.0
3.6081499790016096,3.0,70.0
3.599335421982687,4.0,70.0
3.5952248190005776,5.0,70.0
3.6689550060254987,6.0,70.0
3.5539924230251927,7.0,70.0
3.871205083996756,1.0,88.0
3.873309627000708,2.0,88.0
3.864495824993355,3.0,88.0
3.849598502012668,4.0,88.0
3.853272181004286,5.0,88.0
3.849643030000152,6.0,88.0
3.849001436989056,7.0,88.0
4.093750371015631,1.0,107.0
4.105652103986358,2.0,107.0
4.116617154009873,3.0,107.0
4.101427584973862,4.0,107.0
4.106936656986363,5.0,107.0
4.103860072995303,6.0,107.0
4.121499202999985,7.0,107.0
4.29600999498507,1.0,126.0
4.3408035400207154,2.0,126.0
4.338768073997926,3.0,126.0
4.333258430997375,4.0,126.0
4.344094300002325,5.0,126.0
4.336412156990264,6.0,126.0
4.3211832999950275,7.0,126.0
4.603671574004693,1.0,144.0
4.612700433994178,2.0,144.0
4.619015484990086,3.0,144.0
4.605179436999606,4.0,144.0
4.600585098989541,5.0,144.0
4.613527203997364,6.0,144.0
4.609557274001418,7.0,144.0
4.924340508994646,1.0,163.0
4.8998772610211745,2.0,163.0
5.011979811009951,3.0,163.0
5.039094345003832,4.0,163.0
4.876968741999008,5.0,163.0
4.9383108080073725,6.0,163.0
4.913604492001468,7.0,163.0
5.258647784998175,1.0,182.0
5.253698104002979,2.0,182.0
5.267265878006583,3.0,182.0
5.255426241026726,4.0,182.0
5.275728944980074,5.0,182.0
5.272543747996679,6.0,182.0
5.276330110995332,7.0,182.0
5.820386401988799,1.0,201.0
5.809160823991988,2.0,201.0
5.832963599998038,3.0,201.0
5.819838855008129,4.0,201.0
5.807728396001039,5.0,201.0
5.812945713987574,6.0,201.0
5.812282844010042,7.0,201.0
6.040841745998478,1.0,219.0
6.008363460976398,2.0,219.0
6.014660888991784,3.0,219.0
6.016765219974332,4.0,219.0
6.011109646002296,5.0,219.0
6.065132329997141,6.0,219.0
6.079313747002743,7.0,219.0
6.405891098984284,1.0,238.0
6.386752110993257,2.0,238.0
6.39221873000497,3.0,238.0
6.373312333016656,4.0,238.0
6.3902498690003995,5.0,238.0
6.377454569010297,6.0,238.0
6.372285615012515,7.0,238.0
7.132430944009684,1.0,257.0
7.125548832002096,2.0,257.0
7.1312511099968106,3.0,257.0
7.1106439380091615,4.0,257.0
7.137555239984067,5.0,257.0
7.117523351014825,6.0,257.0
7.206048380001448,7.0,257.0
7.832751665002434,1.0,276.0
7.915863221976906,2.0,276.0
7.876466105983127,3.0,276.0
7.903600005985936,4.0,276.0
7.916267816006439,5.0,276.0
7.892566723981872,6.0,276.0
7.947606696019648,7.0,276.0
8.597703623003326,1.0,294.0
8.677094248007052,2.0,294.0
8.659495102998335,3.0,294.0
8.640705605997937,4.0,294.0
8.693312888004584,5.0,294.0
8.612580154003808,6.0,294.0
8.670840922975913,7.0,294.0
10.053924018022371,1.0,313.0
